% time	cellId	IMSI	frame	sframe	RNTI	mcs	size
1.421	300	3000	143	2	10	28	185
1.422	300	3000	143	3	10	28	185
1.423	300	3000	143	4	10	28	185
1.424	300	3000	143	5	10	28	185
1.425	300	2995	143	6	5	0	4
1.425	300	2998	143	6	8	22	113
1.425	300	3000	143	6	10	28	185
1.426	300	2996	143	7	6	2	9
1.426	300	3000	143	7	10	28	185
1.427	300	2997	143	8	7	4	15
1.427	300	2999	143	8	9	28	185
1.427	300	3000	143	8	10	28	185
1.428	300	2998	143	9	8	8	32
1.428	300	3000	143	9	10	28	185
1.429	300	2999	143	10	9	16	75
1.429	300	3000	143	10	10	28	185
1.43	300	2999	144	1	9	16	75
1.43	300	3000	144	1	10	28	185
1.431	300	3000	144	2	10	28	185
1.432	300	3000	144	3	10	28	185
1.433	300	3000	144	4	10	28	185
1.434	300	3000	144	5	10	28	185
1.435	300	2995	144	6	5	0	4
1.435	300	3000	144	6	10	28	185
1.436	300	2996	144	7	6	2	9
1.436	300	3000	144	7	10	28	185
1.437	300	2997	144	8	7	4	15
1.437	300	3000	144	8	10	28	185
1.438	300	2998	144	9	8	8	32
1.438	300	3000	144	9	10	28	185
1.439	300	2999	144	10	9	16	75
1.439	300	3000	144	10	10	28	185
1.44	300	2999	145	1	9	16	75
1.44	300	3000	145	1	10	28	185
1.441	300	3000	145	2	10	28	185
1.442	300	3000	145	3	10	28	185
1.443	300	3000	145	4	10	28	185
1.444	300	3000	145	5	10	28	185
1.445	300	2995	145	6	5	0	4
1.445	300	3000	145	6	10	28	185
1.446	300	2996	145	7	6	2	9
1.446	300	3000	145	7	10	28	185
1.447	300	2997	145	8	7	4	15
1.447	300	3000	145	8	10	28	185
1.448	300	2998	145	9	8	8	32
1.448	300	3000	145	9	10	28	185
1.449	300	2999	145	10	9	16	75
1.449	300	3000	145	10	10	28	185
1.45	300	2999	146	1	9	16	75
1.45	300	3000	146	1	10	28	185
1.451	300	3000	146	2	10	28	185
1.452	300	3000	146	3	10	28	185
1.453	300	3000	146	4	10	28	185
1.454	300	2997	146	5	7	18	79
1.454	300	3000	146	5	10	28	185
1.455	300	2995	146	6	5	0	4
1.455	300	3000	146	6	10	28	185
1.456	300	2996	146	7	6	2	9
1.456	300	3000	146	7	10	28	185
1.457	300	2997	146	8	7	4	15
1.457	300	3000	146	8	10	28	185
1.458	300	2998	146	9	8	8	32
1.458	300	3000	146	9	10	28	185
1.459	300	2999	146	10	9	16	75
1.459	300	3000	146	10	10	28	185
1.46	300	2999	147	1	9	16	75
1.46	300	3000	147	1	10	28	185
1.461	300	2997	147	2	7	18	79
1.461	300	3000	147	2	10	28	185
1.462	300	3000	147	3	10	28	185
1.463	300	3000	147	4	10	28	185
1.464	300	3000	147	5	10	28	185
1.465	300	2995	147	6	5	0	4
1.465	300	3000	147	6	10	28	185
1.466	300	2996	147	7	6	2	9
1.466	300	3000	147	7	10	28	185
1.467	300	2997	147	8	7	4	15
1.467	300	3000	147	8	10	28	185
1.468	300	2998	147	9	8	8	32
1.468	300	3000	147	9	10	28	185
1.469	300	2999	147	10	9	16	75
1.469	300	3000	147	10	10	28	185
1.47	300	2999	148	1	9	16	75
1.47	300	3000	148	1	10	28	185
1.471	300	3000	148	2	10	28	185
1.472	300	3000	148	3	10	28	185
1.473	300	3000	148	4	10	28	185
1.474	300	3000	148	5	10	28	185
1.475	300	2995	148	6	5	0	4
1.475	300	3000	148	6	10	28	185
1.476	300	2996	148	7	6	2	9
1.476	300	3000	148	7	10	28	185
1.477	300	2997	148	8	7	4	15
1.477	300	2999	148	8	9	28	185
1.477	300	3000	148	8	10	28	185
1.478	300	2998	148	9	8	8	32
1.478	300	3000	148	9	10	28	185
1.479	300	2999	148	10	9	16	75
1.479	300	3000	148	10	10	28	185
1.48	300	2999	149	1	9	16	75
1.48	300	3000	149	1	10	28	185
1.481	300	3000	149	2	10	28	185
1.482	300	3000	149	3	10	28	185
1.483	300	3000	149	4	10	28	185
1.484	300	2999	149	5	9	28	185
1.484	300	3000	149	5	10	28	185
1.485	300	2995	149	6	5	0	4
1.485	300	3000	149	6	10	28	185
1.486	300	2996	149	7	6	2	9
1.486	300	3000	149	7	10	28	185
1.487	300	2997	149	8	7	4	15
1.487	300	3000	149	8	10	28	185
1.488	300	2998	149	9	8	8	32
1.488	300	3000	149	9	10	28	185
1.489	300	2999	149	10	9	16	75
1.489	300	3000	149	10	10	28	185
1.49	300	2999	150	1	9	16	75
1.49	300	3000	150	1	10	28	185
1.491	300	3000	150	2	10	28	185
1.492	300	3000	150	3	10	28	185
1.493	300	3000	150	4	10	28	185
1.494	300	3000	150	5	10	28	185
1.495	300	2995	150	6	5	0	4
1.495	300	3000	150	6	10	28	185
1.496	300	2996	150	7	6	2	9
1.496	300	3000	150	7	10	28	185
1.497	300	2997	150	8	7	4	15
1.497	300	3000	150	8	10	28	185
1.498	300	2998	150	9	8	8	32
1.498	300	3000	150	9	10	28	185
1.499	300	2999	150	10	9	16	75
1.499	300	3000	150	10	10	28	185
1.5	300	2999	151	1	9	16	75
1.5	300	3000	151	1	10	28	185
1.501	300	3000	151	2	10	28	185
1.502	300	3000	151	3	10	28	185
1.503	300	3000	151	4	10	28	185
1.504	300	3000	151	5	10	28	185
1.505	300	2995	151	6	5	0	4
1.505	300	3000	151	6	10	28	185
1.506	300	2996	151	7	6	2	9
1.506	300	3000	151	7	10	28	185
1.507	300	2997	151	8	7	4	15
1.507	300	3000	151	8	10	28	185
1.508	300	2998	151	9	8	8	32
1.508	300	3000	151	9	10	28	185
1.509	300	2999	151	10	9	16	75
1.509	300	3000	151	10	10	28	185
1.51	300	2999	152	1	9	16	75
1.51	300	3000	152	1	10	28	185
1.511	300	3000	152	2	10	28	185
1.512	300	3000	152	3	10	28	185
1.513	300	3000	152	4	10	28	185
1.514	300	3000	152	5	10	28	185
1.515	300	2995	152	6	5	0	4
1.515	300	3000	152	6	10	28	185
1.516	300	2996	152	7	6	2	9
1.516	300	3000	152	7	10	28	185
1.517	300	2997	152	8	7	4	15
1.517	300	3000	152	8	10	28	185
1.518	300	2998	152	9	8	8	32
1.518	300	3000	152	9	10	28	185
1.519	300	2999	152	10	9	16	75
1.519	300	3000	152	10	10	28	185
1.52	300	2999	153	1	9	16	75
1.52	300	3000	153	1	10	28	185
1.521	300	3000	153	2	10	28	185
1.522	300	3000	153	3	10	28	185
1.523	300	3000	153	4	10	28	185
1.524	300	3000	153	5	10	28	185
1.525	300	2995	153	6	5	0	4
1.525	300	3000	153	6	10	28	185
1.526	300	2996	153	7	6	2	9
1.526	300	3000	153	7	10	28	185
1.527	300	2997	153	8	7	4	15
1.527	300	3000	153	8	10	28	185
1.528	300	2998	153	9	8	8	32
1.528	300	3000	153	9	10	28	185
1.529	300	2999	153	10	9	16	75
1.529	300	3000	153	10	10	28	185
1.53	300	2999	154	1	9	16	75
1.53	300	3000	154	1	10	28	185
1.531	300	3000	154	2	10	28	185
1.532	300	3000	154	3	10	28	185
1.533	300	3000	154	4	10	28	185
1.534	300	3000	154	5	10	28	185
1.535	300	2995	154	6	5	0	4
1.535	300	3000	154	6	10	28	185
1.536	300	2996	154	7	6	2	9
1.536	300	3000	154	7	10	28	185
1.537	300	2997	154	8	7	4	15
1.537	300	3000	154	8	10	28	185
1.538	300	2998	154	9	8	8	32
1.538	300	3000	154	9	10	28	185
1.539	300	2999	154	10	9	16	75
1.539	300	3000	154	10	10	28	185
1.54	300	2999	155	1	9	16	75
1.54	300	3000	155	1	10	28	185
1.541	300	3000	155	2	10	28	185
1.542	300	3000	155	3	10	28	185
1.543	300	3000	155	4	10	28	185
1.544	300	3000	155	5	10	28	185
1.545	300	2995	155	6	5	0	4
1.545	300	3000	155	6	10	28	185
1.546	300	2996	155	7	6	2	9
1.546	300	3000	155	7	10	28	185
1.547	300	2997	155	8	7	4	15
1.547	300	3000	155	8	10	28	185
1.548	300	2998	155	9	8	8	32
1.548	300	3000	155	9	10	28	185
1.549	300	2999	155	10	9	16	75
1.549	300	3000	155	10	10	28	185
1.55	300	2999	156	1	9	16	75
1.55	300	3000	156	1	10	28	185
1.551	300	3000	156	2	10	28	185
1.552	300	3000	156	3	10	28	185
1.553	300	3000	156	4	10	28	185
1.554	300	3000	156	5	10	28	185
1.555	300	2995	156	6	5	0	4
1.555	300	3000	156	6	10	28	185
1.556	300	2996	156	7	6	2	9
1.556	300	3000	156	7	10	28	185
1.557	300	2997	156	8	7	4	15
1.557	300	3000	156	8	10	28	185
1.558	300	2998	156	9	8	8	32
1.558	300	3000	156	9	10	28	185
1.559	300	2999	156	10	9	16	75
1.559	300	3000	156	10	10	28	185
1.56	300	2999	157	1	9	16	75
1.56	300	3000	157	1	10	28	185
1.561	300	3000	157	2	10	28	185
1.562	300	3000	157	3	10	28	185
1.563	300	3000	157	4	10	28	185
1.564	300	3000	157	5	10	28	185
1.565	300	2995	157	6	5	0	4
1.565	300	3000	157	6	10	28	185
1.566	300	2996	157	7	6	2	9
1.566	300	3000	157	7	10	28	185
1.567	300	2997	157	8	7	4	15
1.567	300	3000	157	8	10	28	185
1.568	300	2998	157	9	8	8	32
1.568	300	3000	157	9	10	28	185
1.569	300	2999	157	10	9	16	75
1.569	300	3000	157	10	10	28	185
1.57	300	2999	158	1	9	16	75
1.57	300	3000	158	1	10	28	185
1.571	300	3000	158	2	10	28	185
1.572	300	3000	158	3	10	28	185
1.573	300	3000	158	4	10	28	185
1.574	300	3000	158	5	10	28	185
1.575	300	2995	158	6	5	0	4
1.575	300	3000	158	6	10	28	185
1.576	300	2996	158	7	6	2	9
1.576	300	3000	158	7	10	28	185
1.577	300	2997	158	8	7	4	15
1.577	300	3000	158	8	10	28	185
1.578	300	2998	158	9	8	8	32
1.578	300	3000	158	9	10	28	185
1.579	300	2999	158	10	9	16	75
1.579	300	3000	158	10	10	28	185
1.58	300	2999	159	1	9	16	75
1.58	300	3000	159	1	10	28	185
1.581	300	3000	159	2	10	28	185
1.582	300	3000	159	3	10	28	185
1.583	300	3000	159	4	10	28	185
1.584	300	3000	159	5	10	28	185
1.585	300	2995	159	6	5	0	4
1.585	300	3000	159	6	10	28	185
1.586	300	2996	159	7	6	2	9
1.586	300	3000	159	7	10	28	185
1.587	300	2997	159	8	7	4	15
1.587	300	3000	159	8	10	28	185
1.588	300	2998	159	9	8	8	32
1.588	300	3000	159	9	10	28	185
1.589	300	2999	159	10	9	16	75
1.589	300	3000	159	10	10	28	185
1.59	300	2999	160	1	9	16	75
1.59	300	3000	160	1	10	28	185
1.591	300	3000	160	2	10	28	185
1.592	300	3000	160	3	10	28	185
1.593	300	3000	160	4	10	28	185
1.594	300	3000	160	5	10	28	185
1.595	300	2995	160	6	5	0	4
1.595	300	3000	160	6	10	28	185
1.596	300	2996	160	7	6	2	9
1.596	300	3000	160	7	10	28	185
1.597	300	2997	160	8	7	4	15
1.597	300	3000	160	8	10	28	185
1.598	300	2998	160	9	8	8	32
1.598	300	3000	160	9	10	28	185
1.599	300	2999	160	10	9	16	75
1.599	300	3000	160	10	10	28	185
1.6	300	2999	161	1	9	16	75
1.6	300	3000	161	1	10	28	185
1.601	300	3000	161	2	10	28	185
1.602	300	3000	161	3	10	28	185
1.603	300	3000	161	4	10	28	185
1.604	300	3000	161	5	10	28	185
1.605	300	2995	161	6	5	0	4
1.605	300	3000	161	6	10	28	185
1.606	300	2996	161	7	6	2	9
1.606	300	3000	161	7	10	28	185
1.607	300	2997	161	8	7	4	15
1.607	300	3000	161	8	10	28	185
1.608	300	2998	161	9	8	8	32
1.608	300	3000	161	9	10	28	185
1.609	300	2999	161	10	9	16	75
1.609	300	3000	161	10	10	28	185
1.61	300	2999	162	1	9	16	75
1.61	300	3000	162	1	10	28	185
1.611	300	3000	162	2	10	28	185
1.612	300	3000	162	3	10	28	185
1.613	300	3000	162	4	10	28	185
1.614	300	3000	162	5	10	28	185
1.615	300	2995	162	6	5	0	4
1.615	300	3000	162	6	10	28	185
1.616	300	2996	162	7	6	2	9
1.616	300	3000	162	7	10	28	185
1.617	300	2997	162	8	7	4	15
1.617	300	3000	162	8	10	28	185
1.618	300	2998	162	9	8	8	32
1.618	300	3000	162	9	10	28	185
1.619	300	2999	162	10	9	16	75
1.619	300	3000	162	10	10	28	185
1.62	300	2999	163	1	9	16	75
1.62	300	3000	163	1	10	28	185
1.621	300	3000	163	2	10	28	185
1.622	300	3000	163	3	10	28	185
1.623	300	3000	163	4	10	28	185
1.624	300	3000	163	5	10	28	185
1.625	300	2995	163	6	5	0	4
1.625	300	2998	163	6	8	22	113
1.625	300	3000	163	6	10	28	185
1.626	300	2996	163	7	6	2	9
1.626	300	3000	163	7	10	28	185
1.627	300	2997	163	8	7	4	15
1.627	300	3000	163	8	10	28	185
1.628	300	2998	163	9	8	8	32
1.628	300	3000	163	9	10	28	185
1.629	300	2999	163	10	9	16	75
1.629	300	3000	163	10	10	28	185
1.63	300	2999	164	1	9	16	75
1.63	300	3000	164	1	10	28	185
1.631	300	3000	164	2	10	28	185
1.632	300	3000	164	3	10	28	185
1.633	300	3000	164	4	10	28	185
1.634	300	3000	164	5	10	28	185
1.635	300	2995	164	6	5	0	4
1.635	300	3000	164	6	10	28	185
1.636	300	2996	164	7	6	2	9
1.636	300	3000	164	7	10	28	185
1.637	300	2997	164	8	7	4	15
1.637	300	3000	164	8	10	28	185
1.638	300	2998	164	9	8	8	32
1.638	300	3000	164	9	10	28	185
1.639	300	2999	164	10	9	16	75
1.639	300	3000	164	10	10	28	185
1.64	300	2999	165	1	9	16	75
1.64	300	3000	165	1	10	28	185
1.641	300	3000	165	2	10	28	185
1.642	300	3000	165	3	10	28	185
1.643	300	3000	165	4	10	28	185
1.644	300	2997	165	5	7	18	79
1.644	300	3000	165	5	10	28	185
1.645	300	2995	165	6	5	0	4
1.645	300	3000	165	6	10	28	185
1.646	300	2996	165	7	6	2	9
1.646	300	3000	165	7	10	28	185
1.647	300	2997	165	8	7	4	15
1.647	300	3000	165	8	10	28	185
1.648	300	2998	165	9	8	8	32
1.648	300	3000	165	9	10	28	185
1.649	300	2999	165	10	9	16	75
1.649	300	3000	165	10	10	28	185
1.65	300	2999	166	1	9	16	75
1.65	300	3000	166	1	10	28	185
1.651	300	3000	166	2	10	28	185
1.652	300	3000	166	3	10	28	185
1.653	300	3000	166	4	10	28	185
1.654	300	3000	166	5	10	28	185
1.655	300	2995	166	6	5	0	4
1.655	300	3000	166	6	10	28	185
1.656	300	2996	166	7	6	2	9
1.656	300	3000	166	7	10	28	185
1.657	300	2997	166	8	7	4	15
1.657	300	3000	166	8	10	28	185
1.658	300	2998	166	9	8	8	32
1.658	300	3000	166	9	10	28	185
1.659	300	2999	166	10	9	16	75
1.659	300	3000	166	10	10	28	185
1.66	300	2999	167	1	9	16	75
1.66	300	3000	167	1	10	28	185
1.661	300	3000	167	2	10	28	185
1.662	300	3000	167	3	10	28	185
1.663	300	3000	167	4	10	28	185
1.664	300	3000	167	5	10	28	185
1.665	300	2995	167	6	5	0	4
1.665	300	3000	167	6	10	28	185
1.666	300	2996	167	7	6	2	9
1.666	300	3000	167	7	10	28	185
1.667	300	2997	167	8	7	4	15
1.667	300	3000	167	8	10	28	185
1.668	300	2998	167	9	8	8	32
1.668	300	3000	167	9	10	28	185
1.669	300	2999	167	10	9	16	75
1.669	300	3000	167	10	10	28	185
1.67	300	2999	168	1	9	16	75
1.67	300	3000	168	1	10	28	185
1.671	300	3000	168	2	10	28	185
1.672	300	3000	168	3	10	28	185
1.673	300	3000	168	4	10	28	185
1.674	300	2997	168	5	7	18	79
1.674	300	3000	168	5	10	28	185
1.675	300	2995	168	6	5	0	4
1.675	300	3000	168	6	10	28	185
1.676	300	2996	168	7	6	2	9
1.676	300	3000	168	7	10	28	185
1.677	300	2997	168	8	7	4	15
1.677	300	3000	168	8	10	28	185
1.678	300	2998	168	9	8	8	32
1.678	300	3000	168	9	10	28	185
1.679	300	2999	168	10	9	16	75
1.679	300	3000	168	10	10	28	185
1.68	300	2999	169	1	9	16	75
1.68	300	3000	169	1	10	28	185
1.681	300	3000	169	2	10	28	185
1.682	300	3000	169	3	10	28	185
1.683	300	3000	169	4	10	28	185
1.684	300	3000	169	5	10	28	185
1.685	300	2995	169	6	5	0	4
1.685	300	3000	169	6	10	28	185
1.686	300	2996	169	7	6	2	9
1.686	300	3000	169	7	10	28	185
1.687	300	2997	169	8	7	4	15
1.687	300	3000	169	8	10	28	185
1.688	300	2998	169	9	8	8	32
1.688	300	3000	169	9	10	28	185
1.689	300	2999	169	10	9	16	75
1.689	300	3000	169	10	10	28	185
1.69	300	2999	170	1	9	16	75
1.69	300	3000	170	1	10	28	185
1.691	300	3000	170	2	10	28	185
1.692	300	3000	170	3	10	28	185
1.693	300	3000	170	4	10	28	185
1.694	300	3000	170	5	10	28	185
1.695	300	2995	170	6	5	0	4
1.695	300	3000	170	6	10	28	185
1.696	300	2996	170	7	6	2	9
1.696	300	3000	170	7	10	28	185
1.697	300	2997	170	8	7	4	15
1.697	300	3000	170	8	10	28	185
1.698	300	2998	170	9	8	8	32
1.698	300	3000	170	9	10	28	185
1.699	300	2999	170	10	9	16	75
1.699	300	3000	170	10	10	28	185
1.7	300	2999	171	1	9	16	75
1.7	300	3000	171	1	10	28	185
1.701	300	3000	171	2	10	28	185
1.702	300	3000	171	3	10	28	185
1.703	300	3000	171	4	10	28	185
1.704	300	3000	171	5	10	28	185
1.705	300	2995	171	6	5	0	4
1.705	300	2998	171	6	8	22	113
1.705	300	3000	171	6	10	28	185
1.706	300	2996	171	7	6	2	9
1.706	300	3000	171	7	10	28	185
1.707	300	2997	171	8	7	4	15
1.707	300	3000	171	8	10	28	185
1.708	300	2998	171	9	8	8	32
1.708	300	3000	171	9	10	28	185
1.709	300	2999	171	10	9	16	75
1.709	300	3000	171	10	10	28	185
1.71	300	2999	172	1	9	16	75
1.71	300	3000	172	1	10	28	185
1.711	300	3000	172	2	10	28	185
1.712	300	3000	172	3	10	28	185
1.713	300	3000	172	4	10	28	185
1.714	300	3000	172	5	10	28	185
1.715	300	2995	172	6	5	0	4
1.715	300	3000	172	6	10	28	185
1.716	300	2996	172	7	6	2	9
1.716	300	3000	172	7	10	28	185
1.717	300	2997	172	8	7	4	15
1.717	300	3000	172	8	10	28	185
1.718	300	2998	172	9	8	8	32
1.718	300	3000	172	9	10	28	185
1.719	300	2999	172	10	9	16	75
1.719	300	3000	172	10	10	28	185
1.72	300	2999	173	1	9	16	75
1.72	300	3000	173	1	10	28	185
1.721	300	3000	173	2	10	28	185
1.722	300	3000	173	3	10	28	185
1.723	300	3000	173	4	10	28	185
1.724	300	2997	173	5	7	18	79
1.724	300	3000	173	5	10	28	185
1.725	300	2995	173	6	5	0	4
1.725	300	3000	173	6	10	28	185
1.726	300	2996	173	7	6	2	9
1.726	300	3000	173	7	10	28	185
1.727	300	2997	173	8	7	4	15
1.727	300	3000	173	8	10	28	185
1.728	300	2998	173	9	8	8	32
1.728	300	3000	173	9	10	28	185
1.729	300	2999	173	10	9	16	75
1.729	300	3000	173	10	10	28	185
1.73	300	2999	174	1	9	16	75
1.73	300	3000	174	1	10	28	185
1.731	300	3000	174	2	10	28	185
1.732	300	3000	174	3	10	28	185
1.733	300	3000	174	4	10	28	185
1.734	300	3000	174	5	10	28	185
1.735	300	2995	174	6	5	0	4
1.735	300	3000	174	6	10	28	185
1.736	300	2996	174	7	6	2	9
1.736	300	3000	174	7	10	28	185
1.737	300	2997	174	8	7	4	15
1.737	300	3000	174	8	10	28	185
1.738	300	2998	174	9	8	8	32
1.738	300	3000	174	9	10	28	185
1.739	300	2999	174	10	9	16	75
1.739	300	3000	174	10	10	28	185
1.74	300	2999	175	1	9	16	75
1.74	300	3000	175	1	10	28	185
1.741	300	3000	175	2	10	28	185
1.742	300	3000	175	3	10	28	185
1.743	300	2996	175	4	6	14	61
1.743	300	3000	175	4	10	28	185
1.744	300	2997	175	5	7	18	79
1.744	300	3000	175	5	10	28	185
1.745	300	2995	175	6	5	0	4
1.745	300	3000	175	6	10	28	185
1.746	300	2996	175	7	6	2	9
1.746	300	3000	175	7	10	28	185
1.747	300	2997	175	8	7	4	15
1.747	300	3000	175	8	10	28	185
1.748	300	2998	175	9	8	8	32
1.748	300	3000	175	9	10	28	185
1.749	300	2999	175	10	9	16	75
1.749	300	3000	175	10	10	28	185
1.75	300	2999	176	1	9	16	75
1.75	300	3000	176	1	10	28	185
1.751	300	3000	176	2	10	28	185
1.752	300	3000	176	3	10	28	185
1.753	300	3000	176	4	10	28	185
1.754	300	3000	176	5	10	28	185
1.755	300	2995	176	6	5	0	4
1.755	300	3000	176	6	10	28	185
1.756	300	2996	176	7	6	2	9
1.756	300	3000	176	7	10	28	185
1.757	300	2997	176	8	7	4	15
1.757	300	3000	176	8	10	28	185
1.758	300	2998	176	9	8	8	32
1.758	300	3000	176	9	10	28	185
1.759	300	2999	176	10	9	16	75
1.759	300	3000	176	10	10	28	185
1.76	300	2999	177	1	9	16	75
1.76	300	3000	177	1	10	28	185
1.761	300	3000	177	2	10	28	185
1.762	300	3000	177	3	10	28	185
1.763	300	3000	177	4	10	28	185
1.764	300	3000	177	5	10	28	185
1.765	300	2995	177	6	5	0	4
1.765	300	3000	177	6	10	28	185
1.766	300	2996	177	7	6	2	9
1.766	300	3000	177	7	10	28	185
1.767	300	2997	177	8	7	4	15
1.767	300	3000	177	8	10	28	185
1.768	300	2998	177	9	8	8	32
1.768	300	3000	177	9	10	28	185
1.769	300	2999	177	10	9	16	75
1.769	300	3000	177	10	10	28	185
1.77	300	2999	178	1	9	16	75
1.77	300	3000	178	1	10	28	185
1.771	300	3000	178	2	10	28	185
1.772	300	3000	178	3	10	28	185
1.773	300	2996	178	4	6	14	61
1.773	300	3000	178	4	10	28	185
1.774	300	3000	178	5	10	28	185
1.775	300	2995	178	6	5	0	4
1.775	300	3000	178	6	10	28	185
1.776	300	2996	178	7	6	2	9
1.776	300	3000	178	7	10	28	185
1.777	300	2997	178	8	7	4	15
1.777	300	2999	178	8	9	28	185
1.777	300	3000	178	8	10	28	185
1.778	300	2998	178	9	8	8	32
1.778	300	3000	178	9	10	28	185
1.779	300	2999	178	10	9	16	75
1.779	300	3000	178	10	10	28	185
1.78	300	2999	179	1	9	16	75
1.78	300	3000	179	1	10	28	185
1.781	300	3000	179	2	10	28	185
1.782	300	3000	179	3	10	28	185
1.783	300	3000	179	4	10	28	185
1.784	300	3000	179	5	10	28	185
1.785	300	2995	179	6	5	0	4
1.785	300	3000	179	6	10	28	185
1.786	300	2996	179	7	6	2	9
1.786	300	3000	179	7	10	28	185
1.787	300	2997	179	8	7	4	15
1.787	300	3000	179	8	10	28	185
1.788	300	2998	179	9	8	8	32
1.788	300	3000	179	9	10	28	185
1.789	300	2999	179	10	9	16	75
1.789	300	3000	179	10	10	28	185
1.79	300	2999	180	1	9	16	75
1.79	300	3000	180	1	10	28	185
1.791	300	3000	180	2	10	28	185
1.792	300	3000	180	3	10	28	185
1.793	300	3000	180	4	10	28	185
1.794	300	3000	180	5	10	28	185
1.795	300	2995	180	6	5	0	4
1.795	300	3000	180	6	10	28	185
1.796	300	2996	180	7	6	2	9
1.796	300	3000	180	7	10	28	185
1.797	300	2997	180	8	7	4	15
1.797	300	3000	180	8	10	28	185
1.798	300	2998	180	9	8	8	32
1.798	300	3000	180	9	10	28	185
1.799	300	2999	180	10	9	16	75
1.799	300	3000	180	10	10	28	185
1.8	300	2999	181	1	9	16	75
1.8	300	3000	181	1	10	28	185
1.801	300	3000	181	2	10	28	185
1.802	300	3000	181	3	10	28	185
1.803	300	3000	181	4	10	28	185
1.804	300	3000	181	5	10	28	185
1.805	300	2995	181	6	5	0	4
1.805	300	2998	181	6	8	22	113
1.805	300	3000	181	6	10	28	185
1.806	300	2996	181	7	6	2	9
1.806	300	3000	181	7	10	28	185
1.807	300	2997	181	8	7	4	15
1.807	300	3000	181	8	10	28	185
1.808	300	2998	181	9	8	8	32
1.808	300	3000	181	9	10	28	185
1.809	300	2999	181	10	9	16	75
1.809	300	3000	181	10	10	28	185
1.81	300	2999	182	1	9	16	75
1.81	300	3000	182	1	10	28	185
1.811	300	3000	182	2	10	28	185
1.812	300	3000	182	3	10	28	185
1.813	300	3000	182	4	10	28	185
1.814	300	3000	182	5	10	28	185
1.815	300	2995	182	6	5	0	4
1.815	300	2998	182	6	8	22	113
1.815	300	3000	182	6	10	28	185
1.816	300	2996	182	7	6	2	9
1.816	300	3000	182	7	10	28	185
1.817	300	2997	182	8	7	4	15
1.817	300	3000	182	8	10	28	185
1.818	300	2998	182	9	8	8	32
1.818	300	3000	182	9	10	28	185
1.819	300	2999	182	10	9	16	75
1.819	300	3000	182	10	10	28	185
1.82	300	2999	183	1	9	16	75
1.82	300	3000	183	1	10	28	185
1.821	300	3000	183	2	10	28	185
1.822	300	3000	183	3	10	28	185
1.823	300	3000	183	4	10	28	185
1.824	300	3000	183	5	10	28	185
1.825	300	2995	183	6	5	0	4
1.825	300	3000	183	6	10	28	185
1.826	300	2996	183	7	6	2	9
1.826	300	3000	183	7	10	28	185
1.827	300	2997	183	8	7	4	15
1.827	300	3000	183	8	10	28	185
1.828	300	2998	183	9	8	8	32
1.828	300	3000	183	9	10	28	185
1.829	300	2999	183	10	9	16	75
1.829	300	3000	183	10	10	28	185
1.83	300	2999	184	1	9	16	75
1.83	300	3000	184	1	10	28	185
1.831	300	3000	184	2	10	28	185
1.832	300	3000	184	3	10	28	185
1.833	300	3000	184	4	10	28	185
1.834	300	3000	184	5	10	28	185
1.835	300	2995	184	6	5	0	4
1.835	300	3000	184	6	10	28	185
1.836	300	2996	184	7	6	2	9
1.836	300	3000	184	7	10	28	185
1.837	300	2997	184	8	7	4	15
1.837	300	3000	184	8	10	28	185
1.838	300	2998	184	9	8	8	32
1.838	300	3000	184	9	10	28	185
1.839	300	2999	184	10	9	16	75
1.839	300	3000	184	10	10	28	185
1.84	300	2999	185	1	9	16	75
1.84	300	3000	185	1	10	28	185
1.841	300	3000	185	2	10	28	185
1.842	300	3000	185	3	10	28	185
1.843	300	3000	185	4	10	28	185
1.844	300	3000	185	5	10	28	185
1.845	300	2995	185	6	5	0	4
1.845	300	3000	185	6	10	28	185
1.846	300	2996	185	7	6	2	9
1.846	300	3000	185	7	10	28	185
1.847	300	2997	185	8	7	4	15
1.847	300	3000	185	8	10	28	185
1.848	300	2998	185	9	8	8	32
1.848	300	3000	185	9	10	28	185
1.849	300	2999	185	10	9	16	75
1.849	300	3000	185	10	10	28	185
1.85	300	2999	186	1	9	16	75
1.85	300	3000	186	1	10	28	185
1.851	300	3000	186	2	10	28	185
1.852	300	3000	186	3	10	28	185
1.853	300	3000	186	4	10	28	185
1.854	300	3000	186	5	10	28	185
1.855	300	2995	186	6	5	0	4
1.855	300	3000	186	6	10	28	185
1.856	300	2996	186	7	6	2	9
1.856	300	3000	186	7	10	28	185
1.857	300	2997	186	8	7	4	15
1.857	300	3000	186	8	10	28	185
1.858	300	2998	186	9	8	8	32
1.858	300	3000	186	9	10	28	185
1.859	300	2999	186	10	9	16	75
1.859	300	3000	186	10	10	28	185
1.86	300	2999	187	1	9	16	75
1.86	300	3000	187	1	10	28	185
1.861	300	3000	187	2	10	28	185
1.862	300	3000	187	3	10	28	185
1.863	300	3000	187	4	10	28	185
1.864	300	3000	187	5	10	28	185
1.865	300	2995	187	6	5	0	4
1.865	300	3000	187	6	10	28	185
1.866	300	2996	187	7	6	2	9
1.866	300	3000	187	7	10	28	185
1.867	300	2997	187	8	7	4	15
1.867	300	3000	187	8	10	28	185
1.868	300	2998	187	9	8	8	32
1.868	300	3000	187	9	10	28	185
1.869	300	2999	187	10	9	16	75
1.869	300	3000	187	10	10	28	185
